tweet,labels
"socass_ exilex socass_ yassstri new thing bestfriendbitch love",Offensive Speech
socass_ dude rememb wop video exilex  omg find,No Hate and Offensive Speech
soxandjox thick raw fuck  damn man pussi get workout,Offensive Speech
soxdawg rawr rt skinrubberboi sexi french scalli love frenchscal  sexi scalli woof woof,No Hate and Offensive Speech
splurgb_ nothin life free bitch need write ya pantie4,Offensive Speech
stephencdo currieburri one bitch want burrito u catch potosino huh haha,Offensive Speech
talibanshawtyy nigga whole hoe cuz couldnt said bette8,Offensive Speech
"theaveragerock hardcor way eat mac cheese1 boil water 2 snort chees powder3 drink boil water 4 fuck bitch",Offensive Speech
thebravebird yourenotmytyp fade perpetu fresher that real ass bitch rite,Offensive Speech
thejudyann annoy bitch love  judyann pretti,Offensive Speech
"thotmouth lmao bitch got huggi",Offensive Speech
"trestiff hi bitch no bitchby bitch ",Offensive Speech
trutherbot look like bitch el_capacitor,Offensive Speech
whoiscoreyk chase money   hoe  99,Offensive Speech
whooligan__ cant stand dont know want ass nigga  bitch,Offensive Speech
wiganzlad markycrumb gmail_short im way  love chavhot sexi scalli fucker,Offensive Speech
witmyrudeass newli gay bitch dont kno shit work,Offensive Speech
witmyrudeass bitch dont want real job becom stripper lol lol,Offensive Speech
wodaeeex3 meat feelinsi ainn n feel bitch,Offensive Speech
wodaeeex3 want snake bite  industri piercin amp tattoodem hoe accessori dea 9,Offensive Speech
worldtravei babi albino   meeees95,No Hate and Offensive Speech
worldwarzee_ hoe aint loyal,Offensive Speech
xoxoclauudia yassssss order chines  bitch ate taco fat fuck,Offensive Speech
biedanc made bitch lunch elizabethbatman bitch love lunch,Offensive Speech
"brainerbut soon bitch get rich polit power view changepolit whore ",Offensive Speech
pussi day keep devil away doperthanyola,Offensive Speech
aint bitch mean,Offensive Speech
bitch want babi dont want children,Offensive Speech
bitch must lost ,Offensive Speech
babi like left side bitch cant cuz street side twitter said aint real,Offensive Speech
bae sound like ghetto word use someth els,No Hate and Offensive Speech
batter wee cunt jewi cos fuck ex emma isnt batter girl ive nailed move onstop pussi n urself,Offensive Speech
bleed hoe alexa,Offensive Speech
boolin bando wit bitch,Offensive Speech
browni browni love movi ,No Hate and Offensive Speech
need bad bitch that hotter might realist shit partynextdoor ever said that feelin everyday,Offensive Speech
way punch bitch,Offensive Speech
caesar home rt naewoodst 0mjayskillz  much bitch look like let start ape shi57,Offensive Speech
chines maverick communic comrad  u know give imperialist yank birdi ,No Hate and Offensive Speech
"dad say hi snapchat dad  duce bitch ",Offensive Speech
believ hoe fact loyal disagre believ fact loyalest bunchthes hoe,Offensive Speech
dont know ugli bitch dont know broke niggaskevin_g,Offensive Speech
dont make make fall live nigga like meee bird 1amp2 favorit song weeknd,Offensive Speech
dont worri nigga see worri nigga dont see dat da nigga fuckin yo bitch,Hate Speech
dont ever give pussi away keep tight alright,Offensive Speech
"drop stack caus bitch im on1poloboy song call dopedownload mixtap ",Offensive Speech
dumb bitch dumb thing,Offensive Speech
eat pussi like real nigga hungri,Offensive Speech
eff let go crippl ,Offensive Speech
everyth look better bitch next,Offensive Speech
facto shaunasayomi care hoe ass look like ,Offensive Speech
everi bad bitch nigga tire fuck,Offensive Speech
foreign chick lie man bitch beauti,Offensive Speech
fresh nigga kno need clean bitch kno im work cuz wanna see team rich ,Offensive Speech
fuck 50 make rule suck dragon ball bitch call goku,Offensive Speech
generat ascii box nodej see abil bring flappybird node via ascii tube bird _ ,No Hate and Offensive Speech
get shit bitch fine bear,Offensive Speech
get ass back detroit ya fuckin wigger,Offensive Speech
girl date okay aint mad yo unless stab heart love hoe,Offensive Speech
know twitter password bitch pleas,Offensive Speech
seen show seen hoe wasnt hot would thick,Offensive Speech
bitch hit hoe ,Offensive Speech
marri white woman lucki sumbitch  uncl ruckus,Offensive Speech
wanna nigga im trinna save account   omg imma funni ass bitch man that real shit ,Offensive Speech
great grandma hoeher grandma hoeher mom hoe shes hoe long line hoe grandpa carl everyon,Offensive Speech
hey go look video man found kidnap girl ohiowhat nigger  shitmybosssay,Hate Speech
hey pussi still,Offensive Speech
draft gungho folk send afghanistan war zone show ,No Hate and Offensive Speech
hotter bitch,Offensive Speech
u talk hoe bout bro n em talk hoe bout bro n em,Offensive Speech
crazi bitch hilari,Offensive Speech
"know shoe dirti fuck whatev bitch dont calllik negro one first thing look shoe dog",Offensive Speech
thrill billywith hillbilli heart billyraycyrus hahahahaha jesus murphi,No Hate and Offensive Speech
call bitch makennam_,Offensive Speech
cant handl liquor bitch cant handl meeedd  chief sosa,Offensive Speech
dont chase dude chase bitch  edgar bautista,Offensive Speech
dont love hoe babi forev,Offensive Speech
dont even need pictur tamar bitch beat everi pictur4,Offensive Speech
dont hoe ,Offensive Speech
found new way chug open mouth alot shitallysay,No Hate and Offensive Speech
fuck hate bitch much wanna smack face tongu kiss,Offensive Speech
got bitch set like jada picketqueen latifah ride round niec bitch titi,Offensive Speech
got sister told stop call women bitch,Offensive Speech
guess night bitch die stewi nigga,Offensive Speech
bitch bitch bitch eat halibut  iamyoungroc freshrhym jerksquad slowstir,Offensive Speech
"ladylovesh marri still wanna bang hersh wont sex mewhat bitch troubadour probabl",Offensive Speech
heard look candi man bitch,Offensive Speech
hope dont get mad ladi call bitch bitch bc dont know name individu katt william letmicahdown,Offensive Speech
got number 3 im bitch boy,Offensive Speech
know shit eatin grin either fuck girl dream sold car know your faggot whatd sel4,Offensive Speech
"older men caus theyr maturethat suppos fool us bitch",Offensive Speech
prolli leav bitch cup hand yo hand hand,Offensive Speech
"said dont like tast like wolf pussi what even know tast like",Offensive Speech
"taught eat pussi cut hairi taught eat pussi hai4nam movi ",Offensive Speech
"use dress like cop toooh reallyyeahright mad pussyreallyyesil never forget",Offensive Speech
went jail flock amp came home wit strike went jail bitch came home dike yg,Offensive Speech
fuck u u stand u dizzi bitch two uniqu amp separ phrase overheard relat say younger,Offensive Speech
woke like thi bitch go back bed,Offensive Speech
would rather call bitch sir manag,Offensive Speech
ill beat pussi hard,Offensive Speech
ill slit throatneck ,No Hate and Offensive Speech
im funki ass honkey  jtimberlak shout macklemor tonight cabaret  jour,Offensive Speech
im compar kfc pussi maxon_maxoff5,Offensive Speech
im download new person order new face bitch love goddamn axl rose yell sex robot,Offensive Speech
im feelin like malcolm middl bitch surround cant miss em,Offensive Speech
im gonna piss dimpl sona_ stop wast prayer trash team lol,Offensive Speech
im probabl main bitch chocol dip cinnamon appl,Offensive Speech
im sick shit man jonniesantana sit bitch ass im fed bro rt babif geno threw yet anoth pick smh,Offensive Speech
im sorri fuck yo bitch realli dig nigga kingl,Offensive Speech
ib irrit bitch syndrom,Offensive Speech
"love hide yo bitch youll keep shortywizkhalifa",Offensive Speech
"talk back aint get pussym ",Offensive Speech
"your bad bitch put hand high everi girl room start wave hand around",Offensive Speech
imma tie bitch basement donkeyfuck ass two week straight hahahahahahahahaha entmovi beforeiselfdestruct,Offensive Speech
"mindgotta dumb hoe anthem",Offensive Speech
"albino mexicanno dad hes asian",No Hate and Offensive Speech
take true direction accept larri know bitch fan like make boy cri thankyoupaulforconfirminglarri,Offensive Speech
alleg u bedroom u see word naiv amp blind bitch know ur husband cheat u ramona dumb,Offensive Speech
never late tag bitch cyfyr,Offensive Speech
dyke hunter dyke dyke ,Offensive Speech
julia robert your ho laurengardner8 nottinghil,Offensive Speech
follow yellow brick twitter,No Hate and Offensive Speech
lmfaoooooooooooooooooo bb_brook pussi good mama like guess gotta g0mi mama,Offensive Speech
lol crippl  wendi davi rt mailonlin scientist creat remotecontrol chick studi shi penguin ,No Hate and Offensive Speech
let nip ahoy spank mayb,Offensive Speech
let kill cracker babi wtf hear wow,Hate Speech
like correct im wrong doesnt pimpin involv smackin bitch money,Offensive Speech
lmao blackbeaut5  rt babif pound cake look like pussi  ,Offensive Speech
lmao swilla_lo drose adida lighter phone  shit retard,Offensive Speech
mam re3e doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,No Hate and Offensive Speech
mayb want friend mayb shes stupid bitch never know make cum ,Offensive Speech
mine play dmx kirk franklin smh _justcallmebrit well neighbor ghetto  get like 5am beat kid,No Hate and Offensive Speech
grandma use call porch monkey time come think refer broken bottl nigger knife ,Hate Speech
momma told tell mind yoooo damn motha fuckin busi 22 knowin bitch,Offensive Speech
"nip freeeeezingand that okay theyr slice bra",Offensive Speech
twitter hack  im pussi admit said want act like never said,Offensive Speech
nah girl aint gon abl make tight sinc russ loss job back like damn bitch realli,Offensive Speech
nah nomeek_justmilz  yo thought some1 photoshop face faggot smmfhi hate yall ,Hate Speech
new flame song yr lol bitch super run like,Offensive Speech
nigga alway yell fuck bitch get money meanwhil theyr broke still want bitche30,Offensive Speech
nigga press pussi eeeeeen nothin,Offensive Speech
bitch   nan,Offensive Speech
boat hoe pleas thank  mom,Offensive Speech
ovo 0allthingsfresh3 amp kendrick lamar still tras21,No Hate and Offensive Speech
top pregnant ass sorri hoe aint never got money even water broke  talltrappi riptallt,Offensive Speech
coupl red sox gotten past first base im die laugh mayb yank need teach game,No Hate and Offensive Speech
peopl time aryan race 2 stand say mongerl turn world ghetto slum 8,Hate Speech
"pistol whip dickau shoot yo bitch club upsometim freestyl freestyl im okay",Offensive Speech
rt pleas thank bmorepocahonta pierc pussi come across timelin ,Offensive Speech
remi machiavelli send shot ya belli  bitch 4,Offensive Speech
roberto one nasti hoe,Offensive Speech
sorri jb fareal justin come back top comment justin timberlak video 10 million view son fuck bitch,Offensive Speech
search incred stori 1 white man quest find ingredi necessari make caribbean jerk chicken redneck land,Offensive Speech
sell soul materi wish fast car bitch tupac smile remix,Offensive Speech
shake bear  aka two redneck sex dead bear,Offensive Speech
shall compar thee summ day summ day bitch,Offensive Speech
gotta shape pussi lip tho postprettypussi whole wheat organ pussi ,Offensive Speech
said wigga man richtak durag ,Offensive Speech
bitch anyway,Offensive Speech
shes florida youv got sniff test swamp pussi ,Offensive Speech
"slow fuck bitch know liveclassi young ladi",Offensive Speech
hes good footbal playerbut still act like nig,Offensive Speech
stop pussi son shove needl heart afterearth,Offensive Speech
stop look us go eat pussi yuppi fuck,Offensive Speech
takin straight dirt finger pussi know put dick xern,Offensive Speech
aint bro move that hoe move,Offensive Speech
girl plain look borderlin ugli amp chunki hey least shes got nice smile amp great person,Offensive Speech
"devil grow insid heart selfish wickedwhit brown yellow black color restrict",No Hate and Offensive Speech
water isnt yellow im healthi student,No Hate and Offensive Speech
hoe aint loyal,Offensive Speech
hoe keep callin aint pickin u6,Offensive Speech
sour appl bitter bitch im fuckin wit em,Hate Speech
faggot jonniesantana oriol petti fuckgot swept outta bitch,Offensive Speech
ghetto ass band  get snuck ,Offensive Speech
divis trash nomeek_justmilz saint gon win nfc southwatch,No Hate and Offensive Speech
fan wait bitch nigga hate  old hoe date look mama w30 ,Offensive Speech
ghetto motherfuck missi elliott,Offensive Speech
recip call leftov browni hell leftov browni that browni havent eaten yetericanadin,No Hate and Offensive Speech
ratchet broad dont repres white ass cant talk trash caus racist shit black,Offensive Speech
trust noneee bitch dont ,Offensive Speech
twitter twitter bitch twitter life,Offensive Speech
"two road diverg yellow wood chose one 6tunheimr robert frost giant",No Hate and Offensive Speech
u got k bitch niggaal haymon antonio tarver,Offensive Speech
uhuh empti heart empti bottl yellow cab would like catch cuz yo latest ex made u mad,Offensive Speech
use girlfriend got hoe lookin good girl fuckin low,Offensive Speech
virgin pussi     regular pussi      oomf pussi _________________________,Offensive Speech
whaaaaaat lmaooo cromotoast creepgoddess that luv u fat bitch cuz yall got big ole titti phat booti,Offensive Speech
walk bitch like nigga made,Offensive Speech
hate nigger hate faggot hate spicskkk ralli,Hate Speech
"queer 2 4 6 hut like butt",Hate Speech
well bitch biolog said ,Offensive Speech
betysweetcock gotta report spam rt babif ladi rt head game better pussi,Offensive Speech
im done hoe pass squad g,Offensive Speech
fuck callin jiggaboo nigga,Hate Speech
peopl think gay marriag okay beyond sorri dont want futur son see 2 fag walk street hold hand,Hate Speech
u littl bitch chris aint six bitch  allison mom,Offensive Speech
would want play pussi  jimmyfallon dead snl,Offensive Speech
would wanna green ranger hes evil duh bitch,Offensive Speech
would want pussi side burn that good question _hng hahahahaha ,Offensive Speech
shank bitch cevich,Offensive Speech
work  tydollasign get rough day hahaha hoe,Offensive Speech
"wow bitch  yes that alreadi establish anyth els say",Offensive Speech
yall forget brand new babi girl home bitch cooki burn,Offensive Speech
yah said word mtzraymegyptian peopl ysrahal inherit kushiteethiopian,No Hate and Offensive Speech
